012110OR-M,012110-0003,4.95,0,20
012110OR-S,012110-0002,4.95,0,20
012110OR-XS,012110-0001,4.95,0,20
012120RD-L,012120-0004,5.5,0,20
012120RD-M,012120-0003,5.5,0,20
012120RD-S,012120-0002,5.5,0,20
012120RD-XS,012120-0001,5.5,0,20
012130BN-L,012130-0004,5.95,0,20
012130BN-M,012130-0003,5.95,0,20
012130BN-S,012130-0002,5.95,0,20
012130BN-XS,012130-0001,5.95,0,20
012140BN-L,012140-0004,5.95,0,20
012140BN-M,012140-0003,5.95,0,20
012140BN-S,012140-0002,5.95,0,20
012140BN-XS,012140-0001,5.95,0,20
012160WT-L,012160-0004,3.25,0,20
012160WT-M,012160-0003,3.25,0,20
012160WT-S,012160-0002,3.25,0,20
012160WT-XS,012160-0001,3.25,0,20
012170RD-L,012170-0004,6.95,0,20
012170RD-M,012170-0003,6.95,0,20
012170RD-S,012170-0002,6.95,0,20
012170RD-XS,012170-0001,6.95,0,20
012180GRY-L,012180-0004,6.95,0,20
012180GRY-M,012180-0003,6.95,0,20
012180GRY-S,012180-0002,6.95,0,20
012180GRY-XS,012180-0001,6.95,0,20
012210BN-L,012210-0004,4.95,0,20
012210BN-M,012210-0003,4.95,0,20
012210BN-S,012210-0002,4.95,0,20
012210BN-XS,012210-0001,4.95,0,20
012220WT-L,012220-0004,4.95,0,20
012220WT-M,012220-0003,4.95,0,20
012220WT-S,012220-0002,4.95,0,20
012220WT-XS,012220-0001,4.95,0,20
012230GN-L,012230-0004,5.5,0,20
012230GN-M,012230-0003,5.5,0,20
012230GN-S,012230-0002,5.5,0,20
012230GN-XS,012230-0001,5.5,0,20
021230PK,21230,27,0,20
021240GN,21240,27,0,20
021240PK,021240PK,33,0,20
021430BG,21430,17.5,0,20
021431PK,21431,17.5,0,20
021432BL,21432,17.5,0,20
021440BL,021440-0001,8.95,0,20
021440BL,021440-0001,8.95,0,20
021510BG,021510CVR-0001,12.5,0,20
021610PK,21610,14,0,20
031210PK-L,031210-0009,13.95,0,20
031210PK-M,031210-0008,13.95,0,20
031210PK-S,031210-0007,13.95,0,20
031210PK-XL,031210-0010,13.95,0,20
031210PK-XS,031210-0006,13.95,0,20
031320PK-L,031320PK-L,8.75,0,20
031320PK-M,031320PK-M,8.75,0,20
031320PK-S,031320PK-S,8.75,0,20
031320PK-XL,031320PK-XL,8.75,0,20
031320PK-XS,031320PK-XS,8.75,0,20
031320PK-XXL,031320PK-XXL,8.75,0,20
04032PK,04032-0004,3.25,0,20
042210PK-L,042210-0008,6.75,0,20
042210PK-M,042210-0007,6.75,0,20
042210PK-S,042210-0006,6.75,0,20
042210PK-XS,042210-0005,6.75,0,20
042310PK-L,042310-0009,7.6,0,20
042310PK-M,042310-0008,7.6,0,20
042310PK-S,042310-0007,7.6,0,20
042310PK-XL,042310-0010,7.6,0,20
042310PK-XS,042310-0006,7.6,0,20
042410SL-L,042410-0024,10,0,20
042410SL-M,042410-0023,9,0,20
042410SL-S,042410-0022,8,0,20
042410SL-XS,042410-0021,7,0,20
042510RD-L,042510-0007,7.95,0,20
042510RD-M,042510-0006,7.95,0,20
042510RD-S,042510-0005,7.95,0,20
042510RD-XL,042510-0008,7.95,0,20
042610PK-L,042610-0012,4.95,0,20
042610PK-M,042610-0011,4.95,0,20
042610PK-S,042610-0010,4.95,0,20
042610PK-XS,042610-0009,4.95,0,20
044210RD-L,044210-0007,5.1,0,20
044210RD-M,044210-0006,5.1,0,20
044210RD-S,044210-0005,5.1,0,20
044210RD-XL,044210-0008,5.1,0,20
046010CR-L,046010-0004,4.95,0,20
046010CR-L,046010-0004,4.95,0,20
046010CR-M,046010-0003,4.95,0,20
046010CR-M,046010-0003,4.95,0,20
046010CR-S,046010-0002,4.95,0,20
046010CR-S,046010-0002,4.95,0,20
046010CR-XS,046010-0001,4.95,0,20
046010CR-XS,046010-0001,4.95,0,20
046020BK-L,046020-0004,4.95,0,20
046020BK-M,046020-0003,4.95,0,20
046020BK-S,046020-0002,4.95,0,20
046020BK-XS,046020-0001,4.95,0,20
046030PK-L,046030-0008,4.95,0,20
046030PK-M,046030-0007,4.95,0,20
046030PK-S,046030-0006,4.95,0,20
046030PK-XS,046030-0005,4.95,0,20
0514120WT,0514120-0001,5,0,20
0514131PK,0514130-0002,4.5,0,20
0515060WT,515060,5.5,0,20
0515070WT,515070,5.5,0,20
0515090WT,515090,5.5,0,20
0515120WT,515120,6.25,0,20
0515130WT,515130,6.25,0,20
0515140WT,515140,5.5,0,20
0515150GN,515150,5.5,0,20
0515170PK,515170,6.25,0,20
0515180BL,515180,6.25,0,20
052210PK,052210-0002,7.45,0,20
054210RD,054210-0002,6.8,0,20
062110RD-S,62110,5.95,0,20
062111BL-S,62111,5.95,0,20
062112RD-S,62112,5.95,0,20
062120PK-S,62120,5.95,0,20
062121PR-S,62121,5.95,0,20
062122PK-S,62122,5.95,0,20
062123PK-L,62123,5.95,0,20
062124PK-L,062124-0002,5.95,0,20
062124PK-S,062124-0001,5.95,0,20
062130BK-S,62130,5.95,0,20
062131WT-S,62131,5.95,0,20
062132BN-L,062132-0002,5.95,0,20
062132BN-S,062132-0001,5.95,0,20
062150PR-L,062150-0004,5.95,0,20
062150PR-S,062150-0003,5.95,0,20
062160PK-L,062160-0004,5.95,0,20
062160PK-S,062160-0003,5.95,0,20
062170PK-L,062170-0002,5.95,0,20
071013BK,71013,24,0,20
071210BL,71210,31,0,20
071212BK,71212,31,0,20
071220BG,71220,32,0,20
071310GN,71310,28,0,20
071420BN,71420,25,0,20
071510BK,71510,9.95,0,20
071510BK,71510,9.95,0,20
071520BK,71520,38,0,20
071620GRY,71620,18.95,0,20
08010PK-L,08011-0020,6.99,0,20
08010PK-M,08011-0019,6.99,0,20
08010PK-S,08011-0018,6.99,0,20
08010PK-XS,08011-0017,6.99,0,20
08012RD-L,08012-0008,9.99,0,20
08012RD-L,08012-0008,9.99,0,20
08012RD-M,08012-0007,9.99,0,20
08012RD-M,08012-0007,9.99,0,20
08012RD-S,08012-0006,9.99,0,20
08012RD-S,08012-0006,9.99,0,20
08012RD-XS,08012-0005,9.99,0,20
08012RD-XS,08012-0005,9.99,0,20
08014PK-L,08016-0008,9.99,0,20
08014PK-M,08016-0007,9.99,0,20
08014PK-S,08016-0006,9.99,0,20
08014PK-XS,08016-0005,9.99,0,20
08017BL-L,08010-0008,9.99,0,20
08017BL-M,08010-0007,9.99,0,20
08017BL-S,08010-0006,9.99,0,20
08017BL-XS,08010-0005,9.99,0,20
08030GN-L,08030-0004,9.95,0,20
08030GN-M,08030-0003,9.95,0,20
08030GN-S,08030-0002,9.95,0,20
08030GN-XS,08030-0001,9.95,0,20
08032RD-L,08032-0008,11,0,20
08032RD-M,08032-0007,11,0,20
08032RD-S,08032-0006,11,0,20
08032RD-XS,08032-0005,11,0,20
08040PK-L,08040-0012,11,0,20
08040PK-M,08040-0011,11,0,20
08040PK-S,08040-0010,11,0,20
08040PK-XS,08040-0009,11,0,20
08043PK-L,08043-0012,10.5,0,20
08043PK-M,08043-0011,10.5,0,20
08043PK-S,08043-0010,10.5,0,20
08043PK-XS,08043-0009,10.5,0,20
08050OR-L,08050-0012,8.99,0,20
08050OR-M,08050-0011,8.99,0,20
08050OR-S,08050-0010,8.99,0,20
08050OR-XS,08050-0009,8.99,0,20
08060BK-L,08060-0004,10.8,0,20
08060BK-M,08060-0003,10.8,0,20
08060BK-S,08060-0002,10.8,0,20
08060BK-XS,08060-0001,10.8,0,20
08070GN-L,08070-0004,11.5,0,20
08070GN-M,08070-0003,11.5,0,20
08070GN-S,08070-0002,11.5,0,20
08070GN-XS,08070-0001,11.5,0,20
08080PK-L,08080-0008,7.99,0,20
08080PK-M,08080-0007,7.99,0,20
08080PK-S,08080-0006,7.99,0,20
08080PK-XS,08080-0005,7.99,0,20
08082PK-L,08082-0008,7.99,0,20
08082PK-M,08082-0007,7.99,0,20
08082PK-S,08082-0006,7.99,0,20
08082PK-XS,08082-0005,7.99,0,20
08090WT-L,08091-0004,11.5,0,20
08090WT-M,08091-0003,11.5,0,20
08090WT-S,08091-0002,11.5,0,20
08090WT-XS,08091-0001,11.5,0,20
08092CR-L,08092-0004,10.5,0,20
08092CR-M,08092-0003,10.5,0,20
08092CR-S,08092-0002,10.5,0,20
08092CR-XS,08092-0001,10.5,0,20
08210PH-L,08210-0008,9.25,0,20
08210PH-M,08210-0007,9.25,0,20
08210PH-S,08210-0006,9.25,0,20
08210PH-XS,08210-0005,9.25,0,20
08220PK-L,08220-0004,8.5,0,20
08220PK-M,08220-0003,8.5,0,20
08220PK-S,08220-0002,8.5,0,20
08220PK-XS,08220-0001,8.5,0,20
08312BL-L,08310-0003,8.5,0,20
08312BL-M,08310-0002,8.5,0,20
08312BL-S,08310-0001,8.5,0,20
08320RD-L,08320-0003,8.5,0,20
08320RD-M,08320-0002,8.5,0,20
08320RD-S,08320-0001,8.5,0,20
08330PK-L,08330-0003,8.5,0,20
08330PK-M,08330-0002,8.5,0,20
08330PK-S,08330-0001,8.5,0,20
08410RD-L,08410-0006,6.95,0,20
08410RD-M,08410-0005,6.95,0,20
08410RD-S,08410-0004,6.95,0,20
08510PK-L,08510-0008,7.99,0,20
08510PK-M,08510-0007,7.99,0,20
08510PK-S,08510-0006,7.99,0,20
08510PK-XS,08510-0005,7.99,0,20
08520PK-L,08520-0012,5.95,0,20
08520PK-M,08520-0011,5.95,0,20
08520PK-S,08520-0010,5.95,0,20
08520PK-XS,08520-0009,5.95,0,20
08610BK-L,08610-0004,10.5,0,20
08610BK-M,08610-0003,10.5,0,20
08610BK-S,08610-0002,10.5,0,20
08610BK-XS,08610-0001,10.5,0,20
08620BN-L,08620-0004,12,0,20
08620BN-M,08620-0003,12,0,20
08620BN-S,08620-0002,12,0,20
08620BN-XS,08620-0001,12,0,20
08630BG-L,08630-0004,10.5,0,20
08630BG-M,08630-0003,10.5,0,20
08630BG-S,08630-0002,10.5,0,20
08630BG-XS,08630-0001,10.5,0,20
08640PK-L,08640-0004,12.5,0,20
08640PK-M,08640-0003,12.5,0,20
08640PK-S,08640-0002,12.5,0,20
08640PK-XS,08640-0001,12.5,0,20
08641YW-L,08641-0004,12,0,20
08641YW-M,08641-0003,12,0,20
08641YW-S,08641-0002,12,0,20
08641YW-XS,08641-0001,12,0,20
08650PK-L,08650-0012,11,0,20
08650PK-M,08650-0011,11,0,20
08650PK-S,08650-0010,11,0,20
08650PK-XS,08650-0009,11,0,20
08660PK-L,08660-0008,11,0,20
08660PK-M,08660-0007,11,0,20
08660PK-S,08660-0006,11,0,20
08660PK-XS,08660-0005,11,0,20
08670BK-L,08670-0004,13.5,0,20
08670BK-M,08670-0003,13.5,0,20
08670BK-S,08670-0002,13.5,0,20
08670BK-XS,08670-0001,13.5,0,20
08680GN-L,08680-0004,12.5,0,20
08680GN-M,08680-0003,12.5,0,20
08680GN-S,08680-0002,12.5,0,20
08680GN-XS,08680-0001,12.5,0,20
08690BN-L,08690-0004,13,0,20
08690BN-M,08690-0003,13,0,20
08690BN-S,08690-0002,13,0,20
08690BN-XS,08690-0001,13,0,20
08720BL-L,08720-0008,12.5,0,20
08720BL-M,08720-0007,12.5,0,20
08720BL-S,08720-0006,12.5,0,20
08720BL-XS,08720-0005,12.5,0,20
08730RD-L,08730-0008,12.5,0,20
08730RD-M,08730-0007,12.5,0,20
08730RD-S,08730-0006,12.5,0,20
08730RD-XS,08730-0005,12.5,0,20
091010BK,091010-0002,12.5,0,20
091020PK,091020-0002,4.75,0,20
092020PK-L,092020-0004,6,0,20
092020PK-M,092020-0003,6,0,20
092020PK-S,092020-0002,6,0,20
092020PK-XS,092020-0001,6,0,20
092110BL-L,092110-0003,4.5,0,20
092110BL-M,092110-0002,4.5,0,20
092110BL-S,092110-0001,4.5,0,20
092110BL-XL,092110-0004,4.5,0,20
092110BL-XXL,092110-0013,4.5,0,20
11210RD-L,11210-0005,9.5,0,20
11210RD-M,11210-0004,9.5,0,20
11210RD-S,11210-0003,9.5,0,20
11210RD-XL,11210-0006,9.5,0,20
11210RD-XS,11210-0002,9.5,0,20
11210RD-XXS,11210-0001,9.5,0,20
13310GN-L,13310-0005,8.5,0,20
13310GN-M,13310-0004,8.5,0,20
13310GN-S,13310-0003,8.5,0,20
13310GN-XL,13310-0006,8.5,0,20
13310GN-XS,13310-0002,8.5,0,20
13310GN-XXS,13310-0001,8.5,0,20
13311BL-M,13311-0003,8.5,0,20
13311BL-XL,13311-0004,4.95,0,20
13311BL-XS,13311-0002,8.5,0,20
13311BL-XXS,13311-0001,8.5,0,20
13410GN-L,13410GN-0005,7.5,0,20
13410GN-M,13410GN-0004,7.5,0,20
13410GN-S,13410GN-0003,7.5,0,20
13410GN-XL,13410GN-0006,7.5,0,20
13410GN-XS,13410GN-0002,7.5,0,20
13410GN-XXS,13410GN-0001,7.5,0,20
13420PK-L,13420-0005,7.5,0,20
13420PK-M,13420-0004,7.5,0,20
13420PK-S,13420-0003,7.5,0,20
13420PK-XL,13420-0006,7.5,0,20
13420PK-XS,13420-0002,7.5,0,20
13420PK-XXS,13420-0001,7.5,0,20
14120RD-L,14120-0011,11,0,20
14120RD-M,14120-0010,11,0,20
14120RD-S,14120-0009,11,0,20
14120RD-XL,14120-0012,11,0,20
14120RD-XS,14120-0008,11,0,20
14120RD-XXS,14120-0007,11,0,20
14125BL-L,14125-0005,9.95,0,20
14125BL-M,14125-0004,9.95,0,20
14125BL-S,14125-0003,9.95,0,20
14125BL-XL,14125-0006,9.95,0,20
14125BL-XS,14125-0002,9.95,0,20
14125BL-XXS,14125-0001,9.95,0,20
14220PK-L,14222-0005,9.5,0,20
14220PK-M,14222-0004,9.5,0,20
14220PK-S,14222-0003,9.5,0,20
14220PK-XL,14222-0006,9.5,0,20
14220PK-XS,14222-0002,9.5,0,20
14220PK-XXS,14222-0001,9.5,0,20
14521WT-L,14521-0004,9,0,20
14521WT-M,14521-0003,9,0,20
14521WT-S,14521-0002,9,0,20
14521WT-XL,14521-0005,9,0,20
14521WT-XS,14521-0001,6.95,0,20
14530RD-L,14530-0005,7.5,0,20
14530RD-M,14530-0004,7.5,0,20
14530RD-S,14530-0003,7.5,0,20
14530RD-XL,14530-0006,7.5,0,20
14530RD-XS,14530-0002,7.5,0,20
14530RD-XXS,14530-0001,7.5,0,20
14610PK-L,14610-0017,8.5,0,20
14610PK-M,14610-0016,8.5,0,20
14610PK-S,14610-0015,8.5,0,20
14610PK-XL,14610-0018,8.5,0,20
14610PK-XS,14610-0014,8.5,0,20
14610PK-XXS,14610-0013,8.5,0,20
14630GN-L,14630-0005,11,0,20
14630GN-M,14630-0004,11,0,20
14630GN-S,14630-0003,11,0,20
14630GN-XL,14630-0006,11,0,20
14630GN-XS,14630-0002,11,0,20
14630GN-XXS,14630-0001,11,0,20
14720GN-L,14720-0005,9.95,0,20
14720GN-M,14720-0004,9.95,0,20
14720GN-S,14720-0003,9.95,0,20
14720GN-XL,14720-0006,9.95,0,20
14720GN-XS,14720-0002,9.95,0,20
14720GN-XXS,14720-0001,9.95,0,20
14721OR-L,14721-0005,9.95,0,20
14721OR-M,14721-0004,9.95,0,20
14721OR-S,14721-0003,9.95,0,20
14721OR-XL,14721-0006,9.95,0,20
14721OR-XS,14721-0002,9.95,0,20
14721OR-XXS,14721-0001,9.95,0,20
14722BL-L,14722-0005,9.95,0,20
14722BL-M,14722-0004,9.95,0,20
14722BL-S,14722-0003,9.95,0,20
14722BL-XL,14722-0006,9.95,0,20
14722BL-XS,14722-0002,9.95,0,20
14722BL-XXS,14722-0001,9.95,0,20
15114BL-L,15114-0005,8.75,0,20
15114BL-M,15114-0004,8.75,0,20
15114BL-S,15114-0003,8.75,0,20
15114BL-XL,15114-0006,8.75,0,20
15114BL-XS,15114-0002,8.75,0,20
15114BL-XXL,15114-0007,8.75,0,20
15114BL-XXS,15114-0001,8.75,0,20
17020PR-L,17020-0005,9.95,0,20
17020PR-M,17020-0004,9.95,0,20
17020PR-S,17020-0003,9.95,0,20
17020PR-XL,17020-0006,9.95,0,20
17020PR-XS,17020-0002,9.95,0,20
17020PR-XXL,17020-0007,9.95,0,20
17020PR-XXS,17020-0001,9.95,0,20
21250PK-XL,21250-0005,5.95,0,20
21250PK-XS,21250-0001,5.95,0,20
21250PK-XXS,21250-0006,5.95,0,20
21260PK-L,21260-0005,11,0,20
21260PK-M,21260-0004,11,0,20
21260PK-S,21260-0003,11,0,20
21260PK-XL,21260-0006,11,0,20
21260PK-XS,21260-0002,11,0,20
21260PK-XXS,21260-0001,11,0,20
21430PK-L,21430-0005,10,0,20
21430PK-M,21430-0004,10,0,20
21430PK-S,21430-0003,10,0,20
21430PK-XL,21430-0006,10,0,20
21430PK-XS,21430-0002,10,0,20
21430PK-XXS,21430-0001,10,0,20
21440PK-L,21440-0004,9.5,0,20
21440PK-L,21440-0004,9.5,0,20
21440PK-M,21440-0003,9.5,0,20
21440PK-M,21440-0003,9.5,0,20
21440PK-S,21440-0002,9.5,0,20
21440PK-S,21440-0002,9.5,0,20
21440PK-XL,21440-0005,9.5,0,20
21440PK-XL,21440-0005,9.5,0,20
21440PK-XS,21440-0001,9.5,0,20
21440PK-XS,21440-0001,9.5,0,20
21450PK-L,21450-0005,11,0,20
21450PK-M,21450-0004,11,0,20
21450PK-S,21450-0003,11,0,20
21450PK-XL,21450-0006,11,0,20
21450PK-XS,21450-0002,11,0,20
21450PK-XXS,21450-0001,11,0,20
21460RD-L,21460-0005,11,0,20
21460RD-M,21460-0004,11,0,20
21460RD-S,21460-0003,11,0,20
21460RD-XL,21460-0006,11,0,20
21460RD-XS,21460-0002,11,0,20
21460RD-XXS,21460-0001,11,0,20
21750PK-L,21750-0005,4.95,0,20
21750PK-M,21750-0004,4.95,0,20
21750PK-S,21750-0003,4.95,0,20
21750PK-XL,21750-0006,4.95,0,20
21750PK-XS,21750-0002,4.95,0,20
21750PK-XXS,21750-0001,4.95,0,20
21760PK-L,21760-0005,9,0,20
21760PK-M,21760-0004,9,0,20
21760PK-S,21760-0003,9,0,20
21760PK-XL,21760-0006,9,0,20
21760PK-XS,21760-0002,9,0,20
21760PK-XXS,21760-0001,9,0,20
21770RD-L,21770-0004,11,0,20
21770RD-M,21770-0003,11,0,20
21770RD-S,21770-0002,11,0,20
21770RD-XL,21770-0005,11,0,20
21770RD-XS,21770-0001,11,0,20
21810PK-L,21810-0004,4.95,0,20
21810PK-M,21810-0003,4.95,0,20
21810PK-S,21810-0002,4.95,0,20
21810PK-XL,21810-0005,4.95,0,20
21810PK-XS,21810-0001,4.95,0,19
21822PK-L,21822-0004,8.75,0,20
21822PK-M,21822-0003,8.75,0,20
21822PK-S,21822-0002,8.75,0,20
21822PK-XL,21822-0005,8.75,0,20
21822PK-XS,21822-0001,8.75,0,20
21910PK-L,21910-0005,9.5,0,20
21910PK-M,21910-0004,9.5,0,20
21910PK-S,21910-0003,9.5,0,20
21910PK-XL,21910-0006,9.5,0,20
21910PK-XS,21910-0002,9.5,0,20
21910PK-XXS,21910-0001,9.5,0,20
24010PK-L,24010-0004,14,0,20
24010PK-M,24010-0003,14,0,20
24010PK-S,24010-0002,14,0,20
24010PK-XL,24010-0005,14,0,20
24010PK-XS,24010-0001,14,0,20
24510RD-L,24510-0004,8.95,0,20
24510RD-XL,24510-0005,8.95,0,20
24510RD-XS,24510-0001,8.95,0,19
25110WT-L,25110-0004,5.95,0,20
25110WT-XL,25110-0005,8.95,0,20
26010PK-L,26010-0005,13,0,20
26010PK-M,26010-0004,13,0,20
26010PK-S,26010-0003,13,0,20
26010PK-XL,26010-0006,13,0,20
26010PK-XS,26010-0002,13,0,20
26010PK-XXS,26010-0001,13,0,20
26020PK-L,26020-0004,8.95,0,20
26020PK-M,26020-0003,8.95,0,20
26020PK-S,26020-0002,8.95,0,20
26020PK-XL,26020-0005,8.95,0,20
26020PK-XS,26020-0001,8.95,0,20
26020PK-XXS,26020-0006,8.95,0,20
26030PK-L,26030-0005,13.5,0,20
26030PK-M,26030-0004,13.5,0,20
26030PK-S,26030-0003,13.5,0,20
26030PK-XL,26030-0006,13.5,0,20
26030PK-XS,26030-0002,13.5,0,20
26030PK-XXS,26030-0001,13.5,0,20
26040PK-L,26040-0005,13.5,0,20
26040PK-M,26040-0004,13.5,0,20
26040PK-S,26040-0003,13.5,0,20
26040PK-XL,26040-0006,13.5,0,20
26040PK-XS,26040-0002,13.5,0,20
26040PK-XXS,26040-0001,13.5,0,20
26060RD-L,26060-0005,12.5,0,20
26060RD-M,26060-0004,12.5,0,20
